timestamp,count,min_all,min_qual,eff_min_all,eff_min_qual,rec_price,rec_eff
2026-06-24T15:10:47+00:00,86,4.96,5.21,6.2634,7.32,,
2026-06-24T15:20:44+00:00,85,4.96,5.21,6.2634,7.32,,
2026-06-24T15:30:58+00:00,87,4.95,5.21,6.2634,7.32,,
2026-06-24T15:39:02+00:00,88,4.95,5.21,6.2634,7.32,,
2026-06-24T15:40:46+00:00,88,4.95,5.21,6.2634,7.32,,
2026-06-24T15:50:46+00:00,88,4.95,5.21,6.2634,7.32,,
2026-06-24T16:01:08+00:00,88,4.95,5.21,6.2634,7.32,,
2026-06-24T16:10:51+00:00,87,4.95,5.21,6.2634,7.32,,
2026-06-24T16:20:47+00:00,89,4.95,5.21,6.2634,7.32,,
2026-06-24T16:31:04+00:00,90,4.93,5.21,6.2634,7.32,,
2026-06-24T16:40:48+00:00,88,4.92,5.21,6.2634,7.32,,
2026-06-24T16:50:48+00:00,85,4.92,5.47,6.2634,7.32,,
2026-06-24T17:01:12+00:00,82,4.92,5.48,6.2126,7.32,,
2026-06-24T17:10:52+00:00,84,4.91,5.48,6.2126,7.32,,
2026-06-24T17:16:08+00:00,84,4.91,5.48,6.2126,7.32,,
2026-06-24T17:16:35+00:00,84,4.91,5.48,6.2126,7.32,,
2026-06-24T17:20:49+00:00,84,4.91,5.48,6.2126,7.32,,
2026-06-24T17:25:50+00:00,84,4.91,5.48,6.2126,7.32,,
2026-06-24T17:33:38+00:00,84,4.91,5.2,6.2126,7.32,,
2026-06-24T17:48:38+00:00,85,4.92,5.7,6.2126,7.32,,
2026-06-24T18:12:35+00:00,85,4.92,5.28,6.2126,7.32,,
2026-06-24T18:36:39+00:00,85,4.92,5.28,6.2126,7.32,,
2026-06-24T19:01:09+00:00,88,4.91,5.28,6.2126,7.32,,
2026-06-24T19:19:41+00:00,87,4.91,5.7,6.2126,7.32,,
2026-06-24T19:24:32+00:00,89,4.92,5.7,6.2126,6.6396,,
2026-06-24T19:48:31+00:00,89,4.89,5.7,6.2126,6.6396,,
2026-06-24T20:12:33+00:00,90,4.86,5.7,6.2126,6.6396,,
2026-06-24T20:36:35+00:00,87,2.0,5.7,3.1071,6.6396,,
2026-06-24T21:01:10+00:00,84,4.86,5.7,6.2126,7.32,,
2026-06-24T21:09:24+00:00,85,4.86,5.7,6.2126,7.32,,
2026-06-24T21:24:33+00:00,81,4.85,5.7,6.2126,7.32,,
2026-06-24T21:48:28+00:00,75,5.13,5.7,6.2126,7.32,,
2026-06-24T22:12:32+00:00,77,4.85,5.2,6.2126,7.32,,
2026-06-24T22:36:33+00:00,74,4.85,5.7,6.2126,7.32,,
2026-06-24T22:46:14+00:00,75,5.0,5.2,6.2126,7.32,,
2026-06-24T23:01:03+00:00,76,4.92,5.7,6.54,7.32,,
2026-06-24T23:24:32+00:00,76,2.0,5.7,3.1071,7.32,,
2026-06-24T23:48:34+00:00,71,4.92,5.7,6.54,7.32,,
2026-06-24T23:53:50+00:00,71,4.92,5.7,6.54,7.32,,
2026-06-25T00:12:29+00:00,72,5.0,5.7,6.54,6.7584,,
2026-06-25T00:36:32+00:00,73,4.8,5.7,5.2514,6.7584,,
2026-06-25T01:01:05+00:00,72,4.8,5.7,5.3378,6.7584,,
2026-06-25T01:24:32+00:00,72,4.99,5.7,6.54,6.7584,,
2026-06-25T01:48:33+00:00,72,5.0,5.7,5.7468,6.7584,,
2026-06-25T02:12:29+00:00,71,5.0,5.0,5.7468,6.7584,,
2026-06-25T02:36:31+00:00,70,5.0,5.69,6.54,6.7584,,
2026-06-25T03:01:08+00:00,69,5.0,5.0,6.54,6.564,,
2026-06-25T03:24:30+00:00,67,5.0,5.0,6.54,6.564,,
2026-06-25T03:48:31+00:00,69,5.0,5.0,6.54,6.564,,
2026-06-25T04:12:33+00:00,66,5.1,5.35,6.54,6.564,,
2026-06-25T04:20:57+00:00,66,5.1,5.35,6.54,6.564,,
2026-06-25T04:36:33+00:00,67,5.1,5.35,6.54,6.564,,
2026-06-25T05:01:08+00:00,72,5.1,5.33,6.54,6.564,,
